timestamp,symbol,open,high,low,close,volume
2020-01-01 00:00:00+00:00,EURUSD,1.0992446858661342,1.0994226969076129,1.0990666748246556,1.0992446858661342,4458
2020-01-01 01:00:00+00:00,EURUSD,1.0992446858661342,1.1000872598680111,1.0989567733467691,1.099799347348646,16436
2020-01-01 02:00:00+00:00,EURUSD,1.099799347348646,1.1001044299831813,1.0992371375002457,1.0995422201347809,4338
2020-01-01 03:00:00+00:00,EURUSD,1.0995422201347809,1.0999278033397877,1.0993737466971794,1.0997593299021862,10772
2020-01-01 04:00:00+00:00,EURUSD,1.0997593299021862,1.1001954170898873,1.09956875228012,1.1000048394678212,4069
2020-01-01 05:00:00+00:00,EURUSD,1.1000048394678212,1.1001300049041338,1.0985269233742911,1.0986520888106037,18723
2020-01-01 06:00:00+00:00,EURUSD,1.0986520888106037,1.0993201348680226,1.098345005662648,1.099013051720067,16764
2020-01-01 07:00:00+00:00,EURUSD,1.099013051720067,1.0992372213470039,1.0981225531637442,1.0983467227906811,18792
2020-01-01 08:00:00+00:00,EURUSD,1.0983467227906811,1.0985889844564585,1.0972435419997988,1.0974858036655761,13042
2020-01-01 09:00:00+00:00,EURUSD,1.0974858036655761,1.0985209243658032,1.0972419733947993,1.0982770940950264,12385
2020-01-01 10:00:00+00:00,EURUSD,1.0982770940950264,1.098626865859904,1.0968083449076589,1.0971581166725366,6205
2020-01-01 11:00:00+00:00,EURUSD,1.0971581166725366,1.0975206274269516,1.0956934108722762,1.0960559216266912,5142
2020-01-01 12:00:00+00:00,EURUSD,1.0960559216266912,1.0962209797453424,1.0953118951258467,1.095476953244498,18446
2020-01-01 13:00:00+00:00,EURUSD,1.095476953244498,1.0967555545156475,1.0951925567170229,1.0964711579881725,7620
2020-01-01 14:00:00+00:00,EURUSD,1.0964711579881725,1.097396886654611,1.0962025305253646,1.0971282591918032,2792
2020-01-01 15:00:00+00:00,EURUSD,1.0971282591918032,1.0974100754141727,1.0967398085543596,1.097021624776729,9471
