symbol,fold_id,split,entry_time,exit_time,side,return,win,holding_bars,mfe,mae,tsmom_24,tsmom_48,tsmom_72,tsmom_avg,vr_6,vr_12,vr_24,ema_fast_12,ema_slow_48,ma_spread,ma_slope,adx_14,adx_slope,trend_variance_ratio,range_ratio,atr_percentile,atr_ratio,atr_expansion_recent,breakout_strength_atr_mult,breakout_velocity,price_acceleration,distance_from_range_high
AUDUSD,0,test,2020-04-08 00:00:00+00:00,2020-04-08 12:00:00+00:00,-1,0.0029060557308889625,1,12.0,0.004324089154444488,-0.0012810857427135725,-1.5107953040165252,-0.1145335582847243,0.23223902679916378,-0.4643632785006952,1.5522560010507551,0.9633409778534132,0.5921646448924,1.154799005879242,1.1554509059814417,-0.4862999596013763,-0.2761081657934462,20.751254085297813,5.875587273962383,5.005174535547366,0.8454476667592048,0.29365079365079366,0.9565006704295783,1.0457101881775561,0.6309089681635902,2.8084043299823893,-0.6170695049547809,5.655371471049781
AUDUSD,0,test,2020-04-15 03:00:00+00:00,2020-04-15 07:00:00+00:00,-1,-0.0012792438384800096,0,4.0,0.0005920895320157271,-0.0021216119206893813,-1.640569475970084,-0.14246167688929623,-0.43305728208968025,-0.7386961449830202,0.7128293685079025,0.5229931720073971,0.8479182992156715,1.1431731442157236,1.144440711285407,-0.9929597366372047,-0.7294942647014623,26.242602754082572,4.471725899907195,6.275174371962014,0.4284780163418072,0.25396825396825395,0.9590254222693734,0.9683576393674201,0.9274105847643684,2.0504555625836263,-0.6433700332870935,5.711443479706023
AUDUSD,0,test,2020-04-22 10:00:00+00:00,2020-04-22 19:00:00+00:00,-1,-0.0013318960197536032,0,9.0,0.0005963243688240638,-0.002087355508565203,-0.3270297553131037,-0.3279728714138081,-0.8174168001596771,-0.490806475628863,0.7583206446163253,0.9493828083983344,0.6019265660342007,1.1316647315543278,1.1324595303090244,-0.643291047241915,-0.332451913774486,14.932311796723777,4.549814018467092,3.749202700450218,0.818245990685326,0.2896825396825397,1.0215127524696583,1.0215127524696583,0.5162928821958368,2.2398428019004624,-1.1702833051564059,3.137124768022037
AUDUSD,0,test,2020-04-26 05:00:00+00:00,2020-04-26 11:00:00+00:00,-1,0.000426403625331734,1,7.0,0.001976246038087881,-0.0008375831040309256,-0.7144651605421204,-0.5682791859546258,-0.5325519091406273,-0.6050987518791245,1.4617432744987957,1.0268930498277167,0.6399902994581732,1.12997695079985,1.1304772267197485,-0.4164172672565765,-0.04866023891076549,20.616779534706765,-0.6273667151093854,6.960420926262342,0.510516220273357,0.2698412698412698,0.9578259493133171,1.040775390385482,0.40469016850855555,3.0690581272735495,-0.7192784731243752,4.831886364779254
AUDUSD,0,train,2020-01-06 18:00:00+00:00,2020-01-06 21:00:00+00:00,1,-0.0007328717403851824,0,3.0,0.0008278151599274697,-0.0013881185129405171,0.8839107030083988,,,0.8839107030083988,0.43973358270171575,,,1.1031638995567656,,,,20.27073325886601,0.18934861296369832,2.4423860081030035,,0.19047619047619047,0.9948261402995391,0.9948261402995391,0.538401384846683,2.5662991986696913,-0.7302781969831557,-0.538401384846683
AUDUSD,0,train,2020-01-10 23:00:00+00:00,2020-01-11 02:00:00+00:00,1,-0.0006643369988206414,0,3.0,0.00036162824719854214,-0.0024810258149118303,1.0041499232547415,0.39078480200538984,0.767237912856454,0.7207242127055284,0.5653649619598399,0.6303060349231344,0.6983364304970355,1.114932285136399,1.113741660660725,0.9985809558102066,0.5813583070257199,19.466844751520668,3.8790619723198976,7.805771137441645,0.7015058485171259,0.2599118942731278,0.9875340702775193,0.9875340702775193,1.5243258495427436,1.8145299091351352,1.949829089090051,-1.5243258495427436
AUDUSD,0,train,2020-01-12 17:00:00+00:00,2020-01-13 00:00:00+00:00,1,0.0013809790640865018,1,7.0,0.0024083670301688898,-0.0010351551936400583,1.6191210630631365,2.0690357972798017,1.9915395521841774,1.8932321375090388,0.5757947294721663,0.546739656508014,0.6721973140525606,1.1229366049446787,1.1198614253257637,2.5911716177617063,1.720044299508977,44.23599853906702,2.6434213141238416,8.194199240972177,0.3707761146596764,0.2777777777777778,1.0543781503068121,1.0543781503068121,0.4630122160773084,2.904616492586521,0.5156397679169519,-0.4630122160773084
AUDUSD,0,train,2020-01-27 11:00:00+00:00,2020-01-27 15:00:00+00:00,-1,-0.0012818626445996349,0,4.0,0.0003514793472803035,-0.0026739038183045682,-1.7188762736975245,-0.9324478114147614,0.24112627110865384,-0.803399271334544,0.6576768851280729,0.6032116525756205,0.4651784504326512,1.141919366213291,1.1433009793144622,-1.0979864251755036,-0.7339889496191003,27.908699916192333,3.4722273865803714,7.752916872073139,0.5657915874989592,0.15476190476190477,0.9119629449697175,1.0231990832763715,0.4261004687601045,2.2018594854766134,-0.36104255138478164,5.895118428797583
AUDUSD,0,train,2020-01-30 01:00:00+00:00,2020-01-30 20:00:00+00:00,1,0.002543554597077208,1,19.0,0.004336265323038546,-0.0009899687288785763,2.035788477985047,0.45714009575845965,0.6357784744276904,1.042902349390399,1.124678395307513,0.9729202298702783,0.5509222313136212,1.14469365602834,1.1435138971790137,1.0451578517767508,0.7232675314956644,29.953789436959163,7.865878884900361,13.516194968063171,0.4935167969425991,0.04365079365079365,0.9227674244200628,0.9963634007028902,0.45222619112237517,1.7318681940002243,0.3721510667930042,-0.45222619112237517
AUDUSD,0,train,2020-02-06 08:00:00+00:00,2020-02-06 10:00:00+00:00,-1,-0.0016369667958339327,0,2.0,0.00032662556712459434,-0.0022862496508370134,-1.493281837780455,-0.5210064672602152,0.1794584446364785,-0.6116099534680639,1.1211275643341323,0.840147725411547,0.8133742386782523,1.1486679379281846,1.1494010826437946,-0.568359146297415,-0.16436509438656124,25.60324461249977,2.941136504720255,10.66911640433506,0.80139863315506,0.36507936507936506,0.9331994878054357,0.9858760339155677,0.4864722875749197,2.8895162177556575,-0.39964882191430534,6.8134307837960115
AUDUSD,0,train,2020-02-08 14:00:00+00:00,2020-02-08 19:00:00+00:00,-1,-0.00020738652999920375,0,5.0,0.0008811346830177591,-0.002153923923526979,-0.8260642668772145,-0.8548147303419257,-1.0871762581513502,-0.9226850851234968,1.1744793427948514,0.937643588175582,0.7850232259620049,1.146986500164481,1.1481833600741955,-0.934213884751387,-0.6190771592079664,15.495317279487553,-0.20804638732422553,4.382634028431295,0.5175522180414686,0.32142857142857145,1.0459421894272385,1.0459421894272385,0.4549353065685185,1.2027006733881498,-0.9590557418061214,4.263184038841688
AUDUSD,0,train,2020-02-10 05:00:00+00:00,2020-02-11 10:00:00+00:00,-1,0.002590975791489686,1,29.0,0.004181265540103674,-0.001352943910195581,-1.2199046295950553,-0.7709397960546512,-0.6774271281564591,-0.8894238512687219,0.5199892387039887,0.8740126808956583,0.6119185926515375,1.145858984591949,1.1468865010038831,-0.8193458226914582,-0.5092345121103995,14.519247638603877,-0.007684258315583392,4.374763217362538,0.6617454096064659,0.1626984126984127,0.9542411432656169,1.036111572468943,0.5892373620326418,1.2220284073021557,-1.1057844245491721,4.332499042367859
AUDUSD,0,train,2020-02-23 06:00:00+00:00,2020-02-23 11:00:00+00:00,1,0.0009820293292131911,1,5.0,0.0023076570140525554,-0.0015480056918759644,0.9277678852221555,0.35285610066797807,-0.00010859964204507089,0.42683846208269616,1.239314216024036,0.7754938376057025,0.48205547222105816,1.1224699628128512,1.1216898069619432,0.6041319878443754,0.12405706739054187,24.836369593382745,5.866337870715416,3.562699945473025,0.8113963613128082,0.1746031746031746,1.0423422050785047,1.0423422050785047,0.9573056830084583,3.575755254690162,0.319309476738741,-0.9573056830084583
AUDUSD,0,train,2020-03-02 16:00:00+00:00,2020-03-03 04:00:00+00:00,1,0.005823493558660947,1,12.0,0.007793140711729762,-0.0016466981373789435,0.34861618618642193,0.31128677955334083,0.37723462977559497,0.34571253183845263,0.8706883441313052,0.5449159796425177,0.5480134803785548,1.1460249965112466,1.1455101391184923,0.37440770842531257,0.15246220117014117,11.987063183902132,1.5085334948902602,3.307212618833978,0.8048640806567454,0.24206349206349206,0.9655494462646488,0.984201926338552,0.6522468214242838,2.271982289978929,0.2995903283998679,-0.6522468214242838
AUDUSD,0,train,2020-03-05 21:00:00+00:00,2020-03-05 23:00:00+00:00,-1,-0.0007459063193576863,0,2.0,0.00028070818613334936,-0.0021879461750178297,-0.8481536684227092,-0.6006453446455267,-0.167708385461401,-0.538835799509879,0.9106882226370284,1.0665263108997853,0.4537230934728994,1.155877112276267,1.1561195921783864,-0.1752409224101451,0.11163070833247975,26.48383784137138,-8.049022699397444,5.805082992566605,1.0,0.23412698412698413,0.9691421549049574,1.1236304728917632,1.0253622172721113,2.597455335526273,-1.0250161788584584,4.8483637779120485
AUDUSD,0,train,2020-03-10 17:00:00+00:00,2020-03-12 18:00:00+00:00,-1,0.012496134022247678,1,49.0,0.014226488345219446,-0.0015517534632869534,-0.6703716572165536,-0.6307796872561542,0.26466035283501815,-0.34549699721256316,0.5421567541516635,0.5406232365303011,0.6681851231349295,1.1559332984158097,1.1564092123397895,-0.3593173394587247,-0.10928161716003558,20.454492655472304,-2.7933583107795315,4.222809529580881,1.0,0.17063492063492064,0.9794431680252267,1.0883215225075102,0.6171088265809173,2.7735018009436723,-1.2355759965153008,4.313091418765845
AUDUSD,0,train,2020-03-14 01:00:00+00:00,2020-03-14 15:00:00+00:00,1,-9.338707388108474e-05,0,14.0,0.0013934647074393958,-0.0012182131712439315,1.3823058880424206,-0.3279694608831394,-0.9255605775937058,0.04292528318852514,1.1129270542086824,0.7158801008220832,0.7503300041635209,1.140395324689127,1.1411027453598328,-0.5415302689579249,-0.501634584535085,32.0832467039671,1.9472241325105628,5.358769609607789,0.6850097320363845,0.2222222222222222,1.020145839631278,1.057285545314537,0.4039097478495267,2.2615920870564405,-0.015908155594818826,-0.4039097478495267
AUDUSD,0,train,2020-03-16 07:00:00+00:00,2020-03-17 06:00:00+00:00,-1,0.004058601390080169,1,23.0,0.005258362315051501,-0.001147182266066582,-1.7047152908465286,-0.45793144088170556,0.5273326523362193,-0.5451046931306717,1.0108600948694453,1.1503377621452078,1.0034695047016393,1.1430360521747793,1.1433720249921042,-0.2834766523870732,-0.03569217680513895,21.3029813964431,4.064751234102896,7.6064093268010815,0.9082005848087039,0.17857142857142858,1.0614193228933415,1.0614193228933415,0.5864574714941985,2.1915658498353894,-0.3781912405859385,4.620138055301031
AUDUSD,0,train,2020-03-24 04:00:00+00:00,2020-03-25 05:00:00+00:00,-1,0.002442880292485167,1,25.0,0.003964351662107957,-0.001170008572342729,-1.001463749096998,-1.0383467381947415,-1.4637139817149876,-1.167841489668909,0.7334740971740651,1.359354583129727,1.6408777038614868,1.1557424418556361,1.1569543985817266,-0.9521136653577714,-0.6183169588833825,13.199457181839408,-0.7801307576310279,5.464714125754947,0.5491925146454086,0.35714285714285715,0.9700847442161723,1.0451815893459095,0.4655897220943429,1.1737404261778361,-0.06395762372668146,3.9016561236069207
AUDUSD,0,train,2020-03-27 00:00:00+00:00,2020-03-27 03:00:00+00:00,-1,0.00013246262169773221,1,3.0,0.0005391348348602332,-0.0013712099040898984,-1.3708184806758992,-0.8483609448728625,-1.4724807322041162,-1.230553385917626,0.8078652661123147,0.38859754096017746,1.57128535361529,1.1488803946967616,1.1504394397373165,-1.4552401773820247,-0.9228155353507479,18.95867570177611,5.262038563884133,3.493925433779401,0.5374577312226804,0.023809523809523808,0.9618537771778527,0.964267952909556,0.8855658180155884,2.227409431292317,-0.97188238439762,3.8360315034553993
AUDUSD,1,train,2020-01-27 11:00:00+00:00,2020-01-27 15:00:00+00:00,-1,-0.0012818626445996349,0,4.0,0.0003514793472803035,-0.0026739038183045682,-1.7188762736975245,-0.9324478114147614,0.24112627110865384,-0.803399271334544,0.6576768851280729,0.6032116525756205,0.4651784504326512,1.141919366213291,1.1433009793144622,-1.0979864251755036,-0.7339889496191003,27.908699916192333,3.4722273865803714,7.752916872073139,0.5657915874989592,0.15476190476190477,0.9119629449697175,1.0231990832763715,0.4261004687601045,2.2018594854766134,-0.36104255138478164,5.895118428797583
AUDUSD,1,train,2020-01-30 01:00:00+00:00,2020-01-30 20:00:00+00:00,1,0.002543554597077208,1,19.0,0.004336265323038546,-0.0009899687288785763,2.035788477985047,0.45714009575845965,0.6357784744276904,1.042902349390399,1.124678395307513,0.9729202298702783,0.5509222313136212,1.14469365602834,1.1435138971790137,1.0451578517767508,0.7232675314956644,29.953789436959163,7.865878884900361,13.516194968063171,0.4935167969425991,0.04365079365079365,0.9227674244200628,0.9963634007028902,0.45222619112237517,1.7318681940002243,0.3721510667930042,-0.45222619112237517
AUDUSD,1,train,2020-02-06 08:00:00+00:00,2020-02-06 10:00:00+00:00,-1,-0.0016369667958339327,0,2.0,0.00032662556712459434,-0.0022862496508370134,-1.493281837780455,-0.5210064672602152,0.1794584446364785,-0.6116099534680639,1.1211275643341323,0.840147725411547,0.8133742386782523,1.1486679379281846,1.1494010826437946,-0.568359146297415,-0.16436509438656124,25.60324461249977,2.941136504720255,10.66911640433506,0.80139863315506,0.36507936507936506,0.9331994878054357,0.9858760339155677,0.4864722875749197,2.8895162177556575,-0.39964882191430534,6.8134307837960115
AUDUSD,1,train,2020-02-08 14:00:00+00:00,2020-02-08 19:00:00+00:00,-1,-0.00020738652999920375,0,5.0,0.0008811346830177591,-0.002153923923526979,-0.8260642668772145,-0.8548147303419257,-1.0871762581513502,-0.9226850851234968,1.1744793427948514,0.937643588175582,0.7850232259620049,1.146986500164481,1.1481833600741955,-0.934213884751387,-0.6190771592079664,15.495317279487553,-0.20804638732422553,4.382634028431295,0.5175522180414686,0.32142857142857145,1.0459421894272385,1.0459421894272385,0.4549353065685185,1.2027006733881498,-0.9590557418061214,4.263184038841688
AUDUSD,1,train,2020-02-10 05:00:00+00:00,2020-02-11 10:00:00+00:00,-1,0.002590975791489686,1,29.0,0.004181265540103674,-0.001352943910195581,-1.2199046295950553,-0.7709397960546512,-0.6774271281564591,-0.8894238512687219,0.5199892387039887,0.8740126808956583,0.6119185926515375,1.145858984591949,1.1468865010038831,-0.8193458226914582,-0.5092345121103995,14.519247638603877,-0.007684258315583392,4.374763217362538,0.6617454096064659,0.1626984126984127,0.9542411432656169,1.036111572468943,0.5892373620326418,1.2220284073021557,-1.1057844245491721,4.332499042367859
AUDUSD,1,train,2020-02-23 06:00:00+00:00,2020-02-23 11:00:00+00:00,1,0.0009820293292131911,1,5.0,0.0023076570140525554,-0.0015480056918759644,0.9277678852221555,0.35285610066797807,-0.00010859964204507089,0.42683846208269616,1.239314216024036,0.7754938376057025,0.48205547222105816,1.1224699628128512,1.1216898069619432,0.6041319878443754,0.12405706739054187,24.836369593382745,5.866337870715416,3.562699945473025,0.8113963613128082,0.1746031746031746,1.0423422050785047,1.0423422050785047,0.9573056830084583,3.575755254690162,0.319309476738741,-0.9573056830084583
AUDUSD,1,train,2020-03-02 16:00:00+00:00,2020-03-03 04:00:00+00:00,1,0.005823493558660947,1,12.0,0.007793140711729762,-0.0016466981373789435,0.34861618618642193,0.31128677955334083,0.37723462977559497,0.34571253183845263,0.8706883441313052,0.5449159796425177,0.5480134803785548,1.1460249965112466,1.1455101391184923,0.37440770842531257,0.15246220117014117,11.987063183902132,1.5085334948902602,3.307212618833978,0.8048640806567454,0.24206349206349206,0.9655494462646488,0.984201926338552,0.6522468214242838,2.271982289978929,0.2995903283998679,-0.6522468214242838
AUDUSD,1,train,2020-03-05 21:00:00+00:00,2020-03-05 23:00:00+00:00,-1,-0.0007459063193576863,0,2.0,0.00028070818613334936,-0.0021879461750178297,-0.8481536684227092,-0.6006453446455267,-0.167708385461401,-0.538835799509879,0.9106882226370284,1.0665263108997853,0.4537230934728994,1.155877112276267,1.1561195921783864,-0.1752409224101451,0.11163070833247975,26.48383784137138,-8.049022699397444,5.805082992566605,1.0,0.23412698412698413,0.9691421549049574,1.1236304728917632,1.0253622172721113,2.597455335526273,-1.0250161788584584,4.8483637779120485
